Product Name,Review Text,Review Rating,Review Date,Reviewer Verified
Asian White Mesh Textile Sport,"Good quality and prefect size. by Vikas on May 17, 2022. . Quality wise super but packing is not well, except this overall good",0,2025-01-20,Yes
Asian White Mesh Textile Sport,"Nice shoes for men. by Jass on May 16, 2022. . Nice shoes for men",0,2025-01-20,Yes
Asian White Mesh Textile Sport,"Very fast. by Amit on May 14, 2022. . Good qualty",0,2025-01-20,Yes
Asian White Mesh Textile Sport,"Par Excellence. by Bibekananda on May 12, 2022. . Marvellous",0,2025-01-20,Yes
Asian White Mesh Textile Sport,"Quality is good. by a.pbhanu on May 11, 2022. . Good shoes",0,2025-01-20,Yes
Asian White Mesh Textile Sport,"Good and comfortable.. by dnrviewpoint on Apr 30, 2022. . Good product.  Comfortable and value for money",0,2025-01-20,Yes
Asian White Mesh Textile Sport,"Awesome. by Sanjiv on Apr 28, 2022. . Very very cosy, durable...Guys go for it...made in India.",0,2025-01-20,Yes
Asian White Mesh Textile Sport,"Good and comfortable. by RAVAL on Apr 27, 2022. . Good service by curyar boy",0,2025-01-20,Yes
Asian White Mesh Textile Sport,"Quality. by Akoijam on Apr 19, 2022. . Quarity is Very good",0,2025-01-20,Yes
Asian White Mesh Textile Sport,"Excellent quality product in this price range. by Manish on Apr 19, 2022. . Comfortable light weight excellent for daily use especially in that price.kamaal hai boss",0,2025-01-20,Yes
Asian White Mesh Textile Sport,"paisa vasul. by tkeshankar@gmail.com on Apr 16, 2022. . gud quality worth for amt",0,2025-01-20,Yes
Asian White Mesh Textile Sport,"Nic quality. by Suraj on Apr 15, 2022. . Good delivery and staff good",0,2025-01-20,Yes
Asian White Mesh Textile Sport,"Overall excellent. by ssaigal1 on Apr 15, 2022. . Comfortable and economical.",0,2025-01-20,Yes
Asian White Mesh Textile Sport,"It's really good. by Nilam on Apr 05, 2022. . Quality is sooooo gooood must buy it",0,2025-01-20,Yes
Asian White Mesh Textile Sport,"My opinion. by MANISH on Mar 29, 2022. . Great experience",0,2025-01-20,Yes
Asian White Mesh Textile Sport,"Exlent. by Gurjeet on Mar 29, 2022. . Good nice 👍",0,2025-01-20,Yes
Asian White Mesh Textile Sport,"I like it.. by Sundaramoorthy on Mar 25, 2022. . Fulfill my expectation.",0,2025-01-20,Yes
Asian White Mesh Textile Sport,"Nice product. by Saurabh on Mar 22, 2022. . Good, but same look product not deleverd",0,2025-01-20,Yes
Asian White Mesh Textile Sport,"Nice quality. by Pintoo on Mar 17, 2022. . Very nice 👌 👍 👏",0,2025-01-20,Yes
Asian White Mesh Textile Sport,"Masthehrhr. by Ripu on Mar 16, 2022. . Super nice",0,2025-01-20,Yes
Asian Blue Running Shoes,"Jan 23, 2023",0,2025-01-20,Yes
Asian Blue Running Shoes,"Dec 17, 2022",0,2025-01-20,Yes
Asian Blue Running Shoes,"Oct 28, 2022",0,2025-01-20,Yes
Asian Blue Running Shoes,"Oct 19, 2022",0,2025-01-20,Yes
Asian Blue Running Shoes,"Oct 12, 2022",0,2025-01-20,Yes
Asian Blue Running Shoes,"Oct 09, 2022",0,2025-01-20,Yes
Asian Blue Running Shoes,"Oct 06, 2022",0,2025-01-20,Yes
Asian Blue Running Shoes,"Aug 19, 2022",0,2025-01-20,Yes
Asian Blue Running Shoes,"Most Helpful Positive Review (167). Nov 21, 2021. LOVE INDIAN PRODUCT. Great Quality SUPPORT MADE IN INDIA   Love You ASIAN SHOES and snapdeal",0,2025-01-20,Yes
Asian Blue Running Shoes,"Most Helpful Critical Review (23). Sep 15, 2017. Good quality. Not bad good quality",0,2025-01-20,Yes
Asian Blue Running Shoes,"Not good material. by Rammilan on Jan 08, 2026. . No good very hard",0,2025-01-20,Yes
Asian Blue Running Shoes,"Super super. by Shyamsundar on Dec 30, 2025. . बहोत बहोत बढिया",0,2025-01-20,Yes
Asian Blue Running Shoes,"Nice Quality. by Vj on Dec 26, 2025. . 👍 nice Quality",0,2025-01-20,Yes
Asian Blue Running Shoes,"Quality and fitting perfect. by Gopal on Oct 30, 2025. . Osm product color and quality is same like in image",0,2025-01-20,Yes
Asian Blue Running Shoes,"It's have not that good but is it okay in quality and material is lit bit looks cheap. by Malkeet on Jul 06, 2025. . Not that good product but is it it okay to buy",0,2025-01-20,Yes
Asian Blue Running Shoes,"Value Product. by MJ on May 11, 2025. . Nice color, sturdy sole, fine stitching, comfortable n confident walk. Overall it's a good choice.",0,2025-01-20,Yes
Asian Blue Running Shoes,"Low quality. by Devi on May 01, 2025. . Not comfortable",0,2025-01-20,Yes
Asian Blue Running Shoes,"Excellent. by Devill on Jan 28, 2025. . Very very very excellent",0,2025-01-20,Yes
Asian Blue Running Shoes,"Very good 👍. by Neelkanth on Jan 13, 2025. . Very good 👍",0,2025-01-20,Yes
Asian Blue Running Shoes,"Not Quality. by Dr M.K. on Nov 29, 2024. . Not Quality",0,2025-01-20,Yes
Asian Blue Running Shoes,"Quality. by Shiv Kumar on Oct 27, 2024. . Shoe material very hard , not good for walking",0,2025-01-20,Yes
Asian Blue Running Shoes,"Shoes 👟. by Vaishu on Oct 04, 2024. . Excellent product",0,2025-01-20,Yes
Asian Blue Running Shoes,"Shoes. by CHANDRASHEKARA M R on Sep 02, 2024. . Product is very good and reasonable cost",0,2025-01-20,Yes
Asian Blue Running Shoes,"Shous inner not worth. by Maria albert on Aug 23, 2024. . Very wost shous innercloth",0,2025-01-20,Yes
Asian Blue Running Shoes,"Very good and durable. by Arakshita on May 10, 2024. . I have been using this since last two years",0,2025-01-20,Yes
Asian Blue Running Shoes,"Very nice. by Prabhuteja on Jan 21, 2024. . Superb product",0,2025-01-20,Yes
Asian Blue Running Shoes,"Lovely. by pravat on Jan 19, 2024. . Fine quality",0,2025-01-20,Yes
Asian Blue Running Shoes,"Best quality. by shridas on Nov 06, 2023. . Perfect size and best price",0,2025-01-20,Yes
Asian Blue Running Shoes,"Very Good  quality shoes. by DHANANJAY on Aug 20, 2023. . Good product at reasonable price",0,2025-01-20,Yes
Asian Blue Running Shoes,"अच्छि है ।. by sunil on May 04, 2023. . मटेरीयल अच्छा है ।",0,2025-01-20,Yes
Asian Blue Running Shoes,"I like shoes. by SAYYAD on Apr 06, 2023. . Superb kuwalty good job",0,2025-01-20,Yes
Asian Blue Running Shoes,"Best shoes 👟. by Faizan on Apr 01, 2023. . Best quality",0,2025-01-20,Yes
Asian Blue Running Shoes,"I want same but No-10. by Deepak on Mar 03, 2023. . Good, and comfortable",0,2025-01-20,Yes
Asian Blue Running Shoes,"Im happy. by Hariprasad on Feb 22, 2023. . I m happy worth for my money",0,2025-01-20,Yes
Asian Blue Running Shoes,"Quality. by Anil on Feb 12, 2023. . It's good product & price worth",0,2025-01-20,Yes
Asian Blue Running Shoes,"Great deal. by Zahoor on Feb 10, 2023. . Very good product",0,2025-01-20,Yes
Asian Blue Running Shoes,"Very nice. by Ravindar on Feb 06, 2023. . very good Thanks",0,2025-01-20,Yes
Asian Blue Running Shoes,"Excellent product, value for money. by Subimal Chandra on Jan 26, 2023. . Awesome product",0,2025-01-20,Yes
Asian Blue Running Shoes,"Shose. by Anjali on Jan 20, 2023. . Nice product 👍",0,2025-01-20,Yes
Asian Blue Running Shoes,"Superb. by Sherif on Jan 20, 2023. . Very good, best product and easy to wear",0,2025-01-20,Yes
Asian Blue Running Shoes,"Shoes. by Rajan on Jan 19, 2023. . Excellent comfortable as expected",0,2025-01-20,Yes
Asian Blue Running Shoes,"My review. by Sanjay on Jan 19, 2023. . Product is superb...",0,2025-01-20,Yes
Asian Blue Running Shoes,"Quality product 👌. by Sony on Jan 15, 2023. . The order reached on time. The quality of the item is appreciated.",0,2025-01-20,Yes
Asian Blue Running Shoes,"Nice work done. by Radhey Shyam Saini on Jan 13, 2023. . Yore service very good quality",0,2025-01-20,Yes
Asian Blue Running Shoes,"Asian blue Sports running shoes. by Ram on Jan 13, 2023. . Nice product Asian blue sports Shoe",0,2025-01-20,Yes
Asian Blue Running Shoes,"Superb 👍🏻. by Yuvraj on Jan 07, 2023. . Nice product",0,2025-01-20,Yes
Asian Blue Running Shoes,"Goid quality. by Durgesh on Dec 16, 2022. . Nice abd good quLity product",0,2025-01-20,Yes
Asian Blue Running Shoes,"Good quality shoes. by Deepika Sanjay on Dec 15, 2022. . Good quality",0,2025-01-20,Yes
Asian Blue Running Shoes,"Asian shoe. by Anil on Dec 14, 2022. . Good product value for money glad for early delivery",0,2025-01-20,Yes
Asian Blue Running Shoes,"Super. by Paithari on Dec 13, 2022. . Super exllent product",0,2025-01-20,Yes
Asian Blue Running Shoes,"Comfortable shoes. by Rukhsana on Dec 11, 2022. . Design, price and delivery all are the best.",0,2025-01-20,Yes
Asian Blue Running Shoes,"best quwaliy. by Akram on Dec 07, 2022. . best quwality",0,2025-01-20,Yes
Asian Blue Running Shoes,"Before accepting, delivery got quickly, best quality. by Nilesh on Dec 04, 2022. . Best fastest quicker",0,2025-01-20,Yes
Asian Blue Running Shoes,"Veri good👍. by naveen on Dec 03, 2022. . Bhot acha hi",0,2025-01-20,Yes
Asian Blue Running Shoes,"Best quality and quality is good perfect product delivery. by Nasrat on Dec 01, 2022. . Same product delivery and quality is good",0,2025-01-20,Yes
Asian Blue Running Shoes,"Great. by mukeshkumar14669 on Nov 28, 2022. . Good product",0,2025-01-20,Yes
Asian Blue Running Shoes,"Review. by dig_moon_1 on Nov 28, 2022. . In this range, this product is very good,  I am satisfied.",0,2025-01-20,Yes
Asian Blue Running Shoes,"Great Deal. by Shyamal on Nov 23, 2022. . Good deals.produc prise  is also narmal. But product finishing is not 100%. Improve your product finishing.",0,2025-01-20,Yes
Asian Blue Running Shoes,"Very nice shoes. by Archna on Nov 23, 2022. . Colour is very nice and nice shoes",0,2025-01-20,Yes
Asian Blue Running Shoes,"Great. by Firoj on Nov 15, 2022. . The shoes are very good, but i need size 5(UK/INDIA) which was unavailable.",0,2025-01-20,Yes
Asian Blue Running Shoes,"Nice deal. by Viswanath on Oct 26, 2022. . Excellent product, delivery agent is very friendly",0,2025-01-20,Yes
Asian Blue Running Shoes,"Great deal. by MOHD on Oct 19, 2022. . Gud quality",0,2025-01-20,Yes
Asian Blue Running Shoes,"Very good item. by A G on Oct 19, 2022. . Quality of product",0,2025-01-20,Yes
Asian Blue Running Shoes,"Great deal, quality,delivery. by Mujeeb on Oct 08, 2022. . Its great deal with quality and delivery thanks a lot 🙏 😀 😊",0,2025-01-20,Yes
Asian Blue Running Shoes,"Good quality. by nemajyanu on Oct 06, 2022. . I like this",0,2025-01-20,Yes
Asian Blue Running Shoes,"Price worthy. by Satheeshkumar on Jul 13, 2022. . Worthy deal, satisfied. Keep it up",0,2025-01-20,Yes
Asian Blue Running Shoes,"Order experience. by Sanjeev Kv on Jun 21, 2022. . Good quality packing and delivery",0,2025-01-20,Yes
Asian Blue Running Shoes,"Good product. by Seema on Apr 26, 2022. . great quality",0,2025-01-20,Yes
Asian Blue Running Shoes,"Shoes are comfortable. by S on Apr 20, 2022. . Nice Product",0,2025-01-20,Yes
Asian Blue Running Shoes,"Super. by jayanta on Apr 19, 2022. . Best products",0,2025-01-20,Yes
Asian Blue Running Shoes,"Nice 👍. by Sanjeev on Apr 16, 2022. . Nice product",0,2025-01-20,Yes
Asian Blue Running Shoes,"Nice and good 😊😊😊. by Anil on Feb 23, 2022. . Superb qulity",0,2025-01-20,Yes
Asian Blue Running Shoes,"Shoes. by Gurlal on Feb 22, 2022. . Good quality",0,2025-01-20,Yes
Asian Blue Running Shoes,"Good quality. by moheshwar221 on Feb 21, 2022. . Good quality",0,2025-01-20,Yes
Asian Blue Running Shoes,"I like too... That's product and service.... by DILIP on Feb 18, 2022. . Nice product and service...",0,2025-01-20,Yes
Asian Blue Running Shoes,"Great Deal. by Sujit Sen Choudhury on Feb 12, 2022. . Great Deal",0,2025-01-20,Yes
Asian Blue Running Shoes,"Good Quality with reasonable price. by R on Feb 08, 2022. . Perfectly fitting fine with my size an very comfortable.",0,2025-01-20,Yes
Asian Blue Running Shoes,"Seems good, inside its normal. by Harpreet on Feb 03, 2022. . Seems outlook good. But inside. When where and walk its v normal. U cant run and feel relax and comfortable.  Not recomend. Due to inside quality.",0,2025-01-20,Yes
Asian Blue Running Shoes,"Small size. by pratappatel83@gmail.com on Feb 03, 2022. . Small size exchange",0,2025-01-20,Yes
Asian Blue Running Shoes,"Excellent. by Kanchan Kumar on Feb 02, 2022. . Very very nice",0,2025-01-20,Yes
Asian Blue Running Shoes,"Great. by Rakesh on Feb 01, 2022. . Very good vvvvvchf",0,2025-01-20,Yes
Asian Blue Running Shoes,"Abhyankar Thakur. by Anandita on Jan 31, 2022. . Very good packing ossam quality of shoes",0,2025-01-20,Yes
Asian Blue Running Shoes,"Asian. by Jameel on Jan 30, 2022. . Nice and comfortable",0,2025-01-20,Yes
Asian Blue Running Shoes,"It is good quality. by Vijay on Jan 23, 2022. . It is good quality and look nice",0,2025-01-20,Yes
Asian Blue Running Shoes,"The color n the design. by Medon on Jan 21, 2022. . Just what i expect.... It was wow",0,2025-01-20,Yes
Asian Blue Running Shoes,"Poor Quality. by Amit on Jan 19, 2022. . Not good quality of internal sole for health.",0,2025-01-20,Yes
Asian Blue Running Shoes,"Asian blue Running shoes. by pradeep bendar on Jan 16, 2022. . Good product",0,2025-01-20,Yes
Asian Blue Running Shoes,"Comfortable. by Pawan kumar singh on Jan 11, 2022. . Good quality  Good look Good colour Good material",0,2025-01-20,Yes
Asian Blue Running Shoes,"Excellent. by Gchandu on Jan 10, 2022. . Good and cheaper then shop",0,2025-01-20,Yes
Asian Blue Running Shoes,"खराब क्वालिटी है । जो. by shivcharanchoudhary445 on Jan 06, 2022. . बिल्कुल हल्की और दूसरी क्वालिटी है । एक दम खराब#",0,2025-01-20,Yes
Asian Blue Running Shoes,"Good product and very comfortable. by krishna on Jan 01, 2022. . Good product and very comfortable",0,2025-01-20,Yes
Asian Blue Running Shoes,"Not color. by Manjunath on Dec 28, 2021. . Not good and pickup and delivery not good",0,2025-01-20,Yes
Asian Blue Running Shoes,"Quality Good. by Saad on Dec 23, 2021. . But colour loss after 1/2 month",0,2025-01-20,Yes
Asian Blue Running Shoes,"Like it. by Anoop on Dec 08, 2021. . Good... Value for money",0,2025-01-20,Yes
Asian Blue Running Shoes,"Thanks. by Ravichanapalli on Dec 06, 2021. . Very very much for Snapdeal and delivery and quality",0,2025-01-20,Yes
Asian Blue Running Shoes,"बकवास जूते. by dileep on Dec 05, 2021. . Poor quality",0,2025-01-20,Yes
Asian Blue Running Shoes,"Regarding my purchase. by JAGANNATHAN on Dec 03, 2021. . Received as I expected. Thanks",0,2025-01-20,Yes
Asian Blue Running Shoes,"Asian shoes 👟 poor quality. by Pamparu on Dec 03, 2021. . Asian shoes poor quality & shoes are old shoes delivery 🚚 in my order",0,2025-01-20,Yes
Asian Blue Running Shoes,"Size not comfertable. by Md Ismail Md Ibrahim on Dec 03, 2021. . Not satisfied",0,2025-01-20,Yes
Asian Blue Running Shoes,"Excellent. by Shiv on Dec 02, 2021. . A good product & Costumer orianted article. Thanks to you dear.",0,2025-01-20,Yes
Asian Blue Running Shoes,"Natural fabric. by MUKESH on Nov 28, 2021. . Good product",0,2025-01-20,Yes
Asian Blue Running Shoes,"Very good Quality. by Sandeep Vishvakarma on Nov 27, 2021. . Awesome 👍",0,2025-01-20,Yes
Asian Blue Running Shoes,"Very good. by Polycarp on Nov 25, 2021. . I like the look and style",0,2025-01-20,Yes
Asian Blue Running Shoes,"Asian blue shoes. by Kulbir on Nov 21, 2021. . Light weight and comfortable",0,2025-01-20,Yes
Asian Blue Running Shoes,"LOVE INDIAN PRODUCT. by Rajendrasinh on Nov 21, 2021. . Great Quality SUPPORT MADE IN INDIA   Love You ASIAN SHOES and snapdeal",0,2025-01-20,Yes
Asian Blue Running Shoes,"Quality,delivery,deal,packing good.. by anupoju on Nov 20, 2021. . 100% Satisfied.",0,2025-01-20,Yes
Asian Blue Running Shoes,"So hard shoes. by Pooran on Nov 20, 2021. . Not good quality which I think like very smooth",0,2025-01-20,Yes
Asian Blue Running Shoes,"Top products super running shoes. by Indra on Oct 30, 2021. . Top products very very much",0,2025-01-20,Yes
Asian Blue Running Shoes,"Very comfortable. by hrm6399 on Oct 26, 2021. . Very comfortable for walking & running.",0,2025-01-20,Yes
Asian Blue Running Shoes,"Very nice. by Pushpinder on Oct 25, 2021. . Very nice product",0,2025-01-20,Yes
Asian Blue Running Shoes,"Sep 26, 2022",0,2025-01-20,Yes
Asian Blue Running Shoes,"Sep 13, 2022",0,2025-01-20,Yes
Asian Blue Running Shoes,"Aug 06, 2022",0,2025-01-20,Yes
Asian Blue Running Shoes,"Jul 20, 2022",0,2025-01-20,Yes
Asian Blue Running Shoes,"Jul 11, 2022",0,2025-01-20,Yes
Asian Blue Running Shoes,"Jul 10, 2022",0,2025-01-20,Yes
Asian Blue Running Shoes,"Jun 21, 2022",0,2025-01-20,Yes
Asian Blue Running Shoes,"May 20, 2022",0,2025-01-20,Yes
Asian Blue Running Shoes,"May 17, 2022",0,2025-01-20,Yes
Asian Blue Running Shoes,"May 10, 2022",0,2025-01-20,Yes
Asian Blue Running Shoes,"Most Helpful Positive Review (130). Dec 03, 2019. R Sharma. Nice design and comfortable",0,2025-01-20,Yes
Asian Blue Running Shoes,"Most Helpful Critical Review (16). Nov 23, 2021. Poor quality. C quality item .not satisfied your item",0,2025-01-20,Yes
Asian Blue Running Shoes,"Quality. by Praveen on Dec 23, 2025. . Good product Nice quality light weight",0,2025-01-20,Yes
Asian Blue Running Shoes,"Worth the price but not for running. by Hitesh on Dec 15, 2025. . As per the price, the shoe is good looking and light weighted. But sole is very hard and in a fixed shape already where your toes will be hurt if you run with these shoes.",0,2025-01-20,Yes
Asian Blue Running Shoes,"Dashing. by Haroon Rashid on Feb 28, 2025. . Nice Shoes. comfortable and stylish.  Price worth",0,2025-01-20,Yes
Asian Blue Running Shoes,"Price  and quality 👌.... by Asim on Jan 30, 2025. . Everything is excellent 👌 👏",0,2025-01-20,Yes
Asian Blue Running Shoes,"Good quality. by Bhargav on Jan 09, 2025. . Good quality",0,2025-01-20,Yes
Asian Blue Running Shoes,"Quality. by Sanjay on Dec 28, 2024. . Good quality",0,2025-01-20,Yes
Asian Blue Running Shoes,"Exchange. by Bunty on Nov 14, 2024. . Poor quality",0,2025-01-20,Yes
Asian Blue Running Shoes,"Great product. by nitish on Feb 07, 2024. . Good looking shoe",0,2025-01-20,Yes
Asian Blue Running Shoes,"excellent. by prashant on Jan 29, 2024. . very good product",0,2025-01-20,Yes
Asian Blue Running Shoes,"❤️❤️❤️. by Devanshu Saini on Jan 17, 2024. . best ❤️❤️❤️❤️❤️",0,2025-01-20,Yes
Asian Blue Running Shoes,"Thik nhi hai. by Arjun on Jan 14, 2024. . Thik nhi hai",0,2025-01-20,Yes
Asian Blue Running Shoes,"Good service. by Harvinder on Sep 04, 2023. . Good quality",0,2025-01-20,Yes
Asian Blue Running Shoes,"Quality. by Vinit on Jul 22, 2023. . Good product and good performance with my job.",0,2025-01-20,Yes
Asian Blue Running Shoes,"Good quality. by Ganga on Apr 21, 2023. . Very good product",0,2025-01-20,Yes
Asian Blue Running Shoes,"Thanks. by fatimatingdo on Feb 26, 2023. . Bohot achaa hai thanks",0,2025-01-20,Yes
Asian Blue Running Shoes,"SUPER 🌟🌟🌟🌟🌟. by SULTAN on Feb 22, 2023. . Good quality excellent  Bahut badhiya hai",0,2025-01-20,Yes
Asian Blue Running Shoes,"Good product. by Kumar on Feb 16, 2023. . Good product",0,2025-01-20,Yes
Asian Blue Running Shoes,"Quality. by Mohammad on Feb 15, 2023. . Very nice product",0,2025-01-20,Yes
Asian Blue Running Shoes,"Good product. by naseerahanger226 on Feb 13, 2023. . I like this shoe, light weight and durable",0,2025-01-20,Yes
Asian Blue Running Shoes,"satisfaction. by lhpamamit184 on Feb 06, 2023. . Excellent / Great",0,2025-01-20,Yes
Asian Blue Running Shoes,"Opinion. by Vinayak Gangadhar Aranke on Feb 02, 2023. . I am purchasing from Snapdeal. There is guarantee  òf quality and quantity.",0,2025-01-20,Yes
Asian Blue Running Shoes,"Very good ☺️. by Preet on Jan 27, 2023. . Very good 🙂",0,2025-01-20,Yes
Asian Blue Running Shoes,"Great 👍. by DK Construction on Jan 26, 2023. . Very Good 👍 Nice Product",0,2025-01-20,Yes
Asian Blue Running Shoes,"good shoes. by Hom on Jan 23, 2023. . go for it cheap and best good quality great price point",0,2025-01-20,Yes
Asian Blue Running Shoes,"Real good. by Himanshu on Jan 22, 2023. . Service is very good 👍",0,2025-01-20,Yes
Asian Blue Running Shoes,"accha shoes hai. by Pravin on Jan 13, 2023. . shoes accha hai",0,2025-01-20,Yes
Asian Blue Running Shoes,"Quality good. by Ramesh on Jan 02, 2023. . Nice product",0,2025-01-20,Yes
Asian Blue Running Shoes,"Asian blue shoes. by Ravi on Dec 30, 2022. . Owsome product",0,2025-01-20,Yes
Asian Blue Running Shoes,"Quality product. by TOPENDRA on Dec 30, 2022. . Paisa vasool product hai",0,2025-01-20,Yes
Asian Blue Running Shoes,"Good quality. by Atish on Dec 27, 2022. . Perfect Match and good quality product",0,2025-01-20,Yes
Asian Blue Running Shoes,"Good quality. by Ranjeet on Dec 24, 2022. . Excelent, good deal",0,2025-01-20,Yes
Asian Blue Running Shoes,"Shankar chennai. by Shankar on Dec 24, 2022. . Amazing product, affordable price Decent colour, i am recommending to buy this shoe's",0,2025-01-20,Yes
Asian Blue Running Shoes,"Good product, Reating and delivery. by Shivram on Dec 19, 2022. . Good product, Reating and delivery",0,2025-01-20,Yes
Asian Blue Running Shoes,"Good quality. by Tomar on Nov 26, 2022. . Nice product and qualities",0,2025-01-20,Yes
Asian Blue Running Shoes,"Super. by Larindra on Nov 20, 2022. . Larindra chaupal",0,2025-01-20,Yes
Asian Blue Running Shoes,"Very Happy. by Pritam Singh on Nov 11, 2022. . Wonderful design. Comfortable in use",0,2025-01-20,Yes
Asian Blue Running Shoes,"Shoes Quality. by inderjeetrattan86 on Oct 22, 2022. . Light weight comfortable shoes nice product by Asian company",0,2025-01-20,Yes
Asian Blue Running Shoes,"Very nice. by Haqnawaz on Oct 17, 2022. . Best product",0,2025-01-20,Yes
Asian Blue Running Shoes,"Amezing. by ankeshkrtiwari on Oct 12, 2022. . Lajawab bahut hi achcha hai paise layak",0,2025-01-20,Yes
Asian Blue Running Shoes,"Product was very good. by Selva Kumar on Sep 01, 2022. . Product was awesome very nice",0,2025-01-20,Yes
Asian Blue Running Shoes,"Shoes. by manjunath on Aug 24, 2022. . Thought it would be light weight soft good for walking jogging but disappointed (shoes)☹️.",0,2025-01-20,Yes
Asian Blue Running Shoes,"What a quality. by Tinku Kumar on Aug 03, 2022. . Wah kya shoes hain",0,2025-01-20,Yes
Asian Blue Running Shoes,"Good product. by Vikash on Jul 27, 2022. . Good product",0,2025-01-20,Yes
Asian Blue Running Shoes,"Excellent. by Nishahudheen on Jul 01, 2022. . Shoe is very high quality",0,2025-01-20,Yes
Asian Blue Running Shoes,"Low quality. by Kumaraswamy on Jun 08, 2022. . Not satisfied with the shoes no cushion hard and rough inside outside material not suitable for daily long walks.",0,2025-01-20,Yes
Asian Blue Running Shoes,"Nice product with Good service. by Kuldeep on May 23, 2022. . Good deal and better service",0,2025-01-20,Yes
Asian Blue Running Shoes,"Very nice 👌. by Monu on May 23, 2022. . Good quality 👍",0,2025-01-20,Yes
Asian Blue Running Shoes,"Nice quality. by Saurabh on May 13, 2022. . Nice quality",0,2025-01-20,Yes
Asian Blue Running Shoes,"Auper. by Jameel on May 08, 2022. . Super se bhi uper excellent",0,2025-01-20,Yes
Asian Blue Running Shoes,"Very good. by rinky on Apr 30, 2022. . Achha hai.",0,2025-01-20,Yes
Asian Blue Running Shoes,"Very nice. by Mahendra Singh on Apr 20, 2022. . Very nice achi",0,2025-01-20,Yes
Asian Blue Running Shoes,"nice product. by Shashikant on Apr 12, 2022. . nice product value for money you can buy it thank you snapdeal 😘😘😘😘",0,2025-01-20,Yes
Asian Blue Running Shoes,"Good product. by Biju on Apr 11, 2022. . V a lue for money",0,2025-01-20,Yes
Asian Blue Running Shoes,"Very nice. by Dileep on Apr 07, 2022. . Bahut bahut achha",0,2025-01-20,Yes
Asian Blue Running Shoes,"Good quality. by Varinder Dhiman on Mar 25, 2022. . Very comfortable",0,2025-01-20,Yes
Asian Blue Running Shoes,"Useful. by HARISHBABU on Mar 23, 2022. . Good one ...",0,2025-01-20,Yes
Asian Blue Running Shoes,"Good quality. by Md on Mar 19, 2022. . nice product",0,2025-01-20,Yes
Asian Blue Running Shoes,"Good quality. by htripathi203 on Feb 09, 2022. . Good product",0,2025-01-20,Yes
Asian Blue Running Shoes,"Go for it! Very nice. by Anuradha on Feb 03, 2022. . Colour is awesome ☺️",0,2025-01-20,Yes
Asian Blue Running Shoes,"Nice product. by Rampandey on Feb 02, 2022. . Nice product",0,2025-01-20,Yes
Asian Blue Running Shoes,"Blue running shoes. by Gaggu on Feb 01, 2022. . Quality of the product is very good and look also very nice",0,2025-01-20,Yes
Asian Blue Running Shoes,"Super. by Suresh on Jan 30, 2022. . Good product",0,2025-01-20,Yes
Asian Blue Running Shoes,"good quality. by The Leading on Jan 29, 2022. . Shoes are very good. But difficult to clean",0,2025-01-20,Yes
Asian Blue Running Shoes,"They don't give what they show.. by Er on Jan 24, 2022. . Take money of good quality and give of poor quality May I show it to all my friends on Twitter.",0,2025-01-20,Yes
Asian Blue Running Shoes,"Sachin Chand. by sachin.chand85 on Jan 18, 2022. . Best product best quality",0,2025-01-20,Yes
Asian Blue Running Shoes,"Great. by Ravindra on Jan 16, 2022. . Product is very comfortable",0,2025-01-20,Yes
Asian Blue Running Shoes,"Inner soul too hard. by K. on Jan 15, 2022. . Inner soul too hard Difficult to walk on hard surfaces",0,2025-01-20,Yes
Asian Blue Running Shoes,"సూపర్. by Svtvn on Jan 15, 2022. . Nice prodacut",0,2025-01-20,Yes
Asian Blue Running Shoes,"Asian shoes. by Sanjib on Jan 14, 2022. . Excellent product.",0,2025-01-20,Yes
Asian Blue Running Shoes,"Quality good. by tanush on Jan 12, 2022. . Value of money",0,2025-01-20,Yes
Asian Blue Running Shoes,"Quality is good light weigt cofotable shoes.. by Sudhir on Jan 12, 2022. . Good quality and design light weight. Price is little high.",0,2025-01-20,Yes
Asian Blue Running Shoes,"Good product 👍👍👍. by shivam on Jan 06, 2022. . Super very nice 🙂🙂🙂",0,2025-01-20,Yes
Asian Blue Running Shoes,"Very good. by ashok mohanty on Jan 06, 2022. . The product is worth purchasing.",0,2025-01-20,Yes
Asian Blue Running Shoes,"Return. by Dinesh on Jan 05, 2022. . साइज में छोटे पड़ रहे हैं 10 नंबर है पर आ नहीं रहे हैं",0,2025-01-20,Yes
Asian Blue Running Shoes,"Quality not good. by Rahul Vaishu on Jan 01, 2022. . Looking not good not comfortable",0,2025-01-20,Yes
Asian Blue Running Shoes,"Shoes. by Dharma on Dec 31, 2021. . Quality upto mark.",0,2025-01-20,Yes
Asian Blue Running Shoes,"Super. by Umrao on Dec 30, 2021. . Good product",0,2025-01-20,Yes
Asian Blue Running Shoes,"Very nice product. by harjeet on Dec 28, 2021. . Very nice product and fast delivery. Product is quite same as shown in pic",0,2025-01-20,Yes
Asian Blue Running Shoes,"ASIAN Blue Running Shoes - Quality. by Deepak Kulshrestha on Dec 26, 2021. . Lookwise ok, Very bad inside, Very Uncomfortable, Hard inside",0,2025-01-20,Yes
Asian Blue Running Shoes,"Trusted company. by AMIT on Dec 22, 2021. . Asian runnings soes, company are good product and may be quality.",0,2025-01-20,Yes
Asian Blue Running Shoes,"Quality very good. by naimish on Dec 21, 2021. . Properly delivery times and good products",0,2025-01-20,Yes
